epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,153.55,1.2419,0.82992,1.14931,0.94415,0.90897,0.93866,0.51335,1.44105,0.84134,1.28432,0.0013862,0.0013862,0.0013862
33,158.835,1.29441,0.83256,1.15406,0.88127,0.84946,0.894,0.52598,1.45071,0.89601,1.32021,0.0013664,0.0013664,0.0013664
34,164.186,1.27407,0.83873,1.15167,0.93446,0.84946,0.89357,0.49268,1.50513,0.93802,1.3864,0.0013466,0.0013466,0.0013466
35,169.554,1.26231,0.80431,1.14752,0.93517,0.82796,0.90419,0.51566,1.41942,0.91743,1.29304,0.0013268,0.0013268,0.0013268
36,174.941,1.20434,0.7907,1.12714,0.86902,0.85609,0.91844,0.51806,1.39119,0.89497,1.24402,0.001307,0.001307,0.001307
37,180.294,1.22655,0.78834,1.14106,0.88003,0.86766,0.89563,0.50133,1.42036,0.92883,1.30174,0.0012872,0.0012872,0.0012872
38,185.925,1.25976,0.82469,1.15747,0.90016,0.87249,0.90836,0.51304,1.42383,0.89446,1.30393,0.0012674,0.0012674,0.0012674
39,191.302,1.18733,0.77777,1.13408,0.87914,0.84946,0.88731,0.4877,1.52545,0.92989,1.34453,0.0012476,0.0012476,0.0012476
40,196.632,1.20872,0.76483,1.12461,0.93517,0.80645,0.90391,0.55041,1.39462,0.88394,1.27118,0.0012278,0.0012278,0.0012278
41,202.232,1.22021,0.77521,1.124,0.84969,0.87097,0.89813,0.50385,1.45923,0.93524,1.28735,0.001208,0.001208,0.001208
42,207.821,1.18078,0.75291,1.0971,0.97208,0.84946,0.93302,0.54754,1.39396,0.85064,1.27007,0.0011882,0.0011882,0.0011882
43,213.125,1.12318,0.71606,1.07515,0.93793,0.81245,0.91189,0.51702,1.41333,0.84448,1.28719,0.0011684,0.0011684,0.0011684
44,218.863,1.16207,0.69892,1.10343,0.91024,0.80645,0.8471,0.44825,1.51955,0.9377,1.34994,0.0011486,0.0011486,0.0011486
45,224.371,1.16631,0.72332,1.11432,0.93836,0.86022,0.89815,0.53862,1.4033,0.84152,1.28888,0.0011288,0.0011288,0.0011288
46,229.829,1.19076,0.70141,1.08436,0.9127,0.84946,0.9195,0.54323,1.35876,0.82854,1.26478,0.001109,0.001109,0.001109
47,235.458,1.16282,0.71019,1.08077,0.95808,0.87097,0.9319,0.53483,1.39511,0.80965,1.25474,0.0010892,0.0010892,0.0010892
48,241.065,1.15013,0.7045,1.10352,0.92622,0.88172,0.92212,0.50315,1.45752,0.86269,1.31858,0.0010694,0.0010694,0.0010694
49,246.682,1.19337,0.72828,1.11642,0.92734,0.84946,0.90282,0.49812,1.45685,0.87669,1.27185,0.0010496,0.0010496,0.0010496
50,252.482,1.13039,0.71166,1.118,0.93216,0.86022,0.92049,0.52384,1.41373,0.81598,1.28968,0.0010298,0.0010298,0.0010298
51,258.386,1.13177,0.66886,1.07989,0.98202,0.86022,0.92358,0.52195,1.41777,0.80237,1.28212,0.00101,0.00101,0.00101
52,264.081,1.13622,0.68706,1.07195,0.96509,0.82796,0.90428,0.51536,1.44944,0.82118,1.3321,0.0009902,0.0009902,0.0009902
53,269.681,1.12669,0.69559,1.07401,0.98329,0.78495,0.87996,0.50689,1.38594,0.87278,1.29346,0.0009704,0.0009704,0.0009704
54,275.257,1.1066,0.68075,1.08128,0.95724,0.8172,0.89526,0.51761,1.40012,0.89896,1.27368,0.0009506,0.0009506,0.0009506
55,280.881,1.06821,0.63324,1.04967,0.95348,0.84946,0.92472,0.53541,1.43555,0.76084,1.33194,0.0009308,0.0009308,0.0009308
56,286.547,1.12317,0.67612,1.09814,0.95334,0.8788,0.91635,0.52152,1.46755,0.77832,1.37456,0.000911,0.000911,0.000911
57,292.143,1.14899,0.65984,1.09434,0.97453,0.86022,0.93278,0.50799,1.45589,0.80429,1.33624,0.0008912,0.0008912,0.0008912
58,297.838,1.07836,0.65453,1.06617,0.94905,0.87097,0.93804,0.51518,1.47862,0.82523,1.34638,0.0008714,0.0008714,0.0008714
59,303.498,1.09196,0.6613,1.07288,0.92848,0.88172,0.90133,0.48644,1.52571,0.85276,1.32237,0.0008516,0.0008516,0.0008516
60,309.608,1.05731,0.63,1.06161,0.9473,0.88172,0.91435,0.51642,1.45121,0.84904,1.31641,0.0008318,0.0008318,0.0008318
61,315.41,1.04713,0.64358,1.05932,0.96374,0.85748,0.91509,0.50962,1.46202,0.83576,1.36947,0.000812,0.000812,0.000812
62,321.141,1.05195,0.63837,1.0475,0.99453,0.86022,0.93118,0.5188,1.45899,0.8023,1.32535,0.0007922,0.0007922,0.0007922
63,326.843,1.04636,0.62227,1.05636,0.99172,0.86022,0.93728,0.55807,1.39045,0.73708,1.33095,0.0007724,0.0007724,0.0007724
64,332.586,1.01632,0.59429,1.05181,0.97666,0.87097,0.93232,0.54208,1.44549,0.79495,1.35225,0.0007526,0.0007526,0.0007526
65,338.136,1.04076,0.6113,1.06179,0.99295,0.84946,0.92719,0.52291,1.54106,0.81032,1.38073,0.0007328,0.0007328,0.0007328
66,343.907,1.07532,0.62942,1.06562,0.95867,0.83871,0.91162,0.515,1.49659,0.82223,1.38432,0.000713,0.000713,0.000713
67,349.622,1.0568,0.61033,1.04211,0.9692,0.84946,0.92701,0.54171,1.43272,0.78139,1.34058,0.0006932,0.0006932,0.0006932
68,355.414,1.04241,0.60636,1.04518,0.97495,0.837,0.92284,0.54397,1.441,0.7433,1.31511,0.0006734,0.0006734,0.0006734
69,361.088,1.00894,0.59474,1.02635,0.98227,0.82796,0.921,0.5337,1.45447,0.75628,1.33738,0.0006536,0.0006536,0.0006536
70,366.881,1.00543,0.58321,1.04077,0.96201,0.87097,0.91432,0.52657,1.44532,0.75401,1.33765,0.0006338,0.0006338,0.0006338
71,372.714,1.03862,0.61601,1.05213,0.98791,0.87848,0.9281,0.54272,1.44321,0.78994,1.34852,0.000614,0.000614,0.000614
72,378.55,0.99303,0.59113,1.039,0.96347,0.85073,0.92142,0.52515,1.45837,0.77548,1.34118,0.0005942,0.0005942,0.0005942
73,384.283,0.95991,0.58102,1.01639,0.93384,0.87097,0.91478,0.52471,1.47503,0.79097,1.32152,0.0005744,0.0005744,0.0005744
74,389.866,0.94979,0.58118,1.02235,0.94624,0.84946,0.91585,0.53256,1.4315,0.80907,1.32012,0.0005546,0.0005546,0.0005546
75,395.539,0.94414,0.5669,1.02425,0.9761,0.87825,0.91974,0.54043,1.42566,0.76703,1.32715,0.0005348,0.0005348,0.0005348
76,401.352,0.97029,0.57386,1.03177,0.96321,0.84946,0.89722,0.53653,1.47195,0.77868,1.36694,0.000515,0.000515,0.000515
77,407.265,0.97253,0.56394,1.00938,0.92107,0.87842,0.90116,0.53536,1.48547,0.76695,1.36321,0.0004952,0.0004952,0.0004952
78,412.937,0.97553,0.56864,1.02529,0.95159,0.84555,0.90255,0.53583,1.46234,0.80793,1.34643,0.0004754,0.0004754,0.0004754
79,418.743,0.94435,0.55556,1.00859,0.95287,0.88172,0.91776,0.5355,1.46576,0.84559,1.32949,0.0004556,0.0004556,0.0004556
80,424.485,0.99589,0.56712,1.01232,0.96445,0.8751,0.91879,0.5342,1.45374,0.79221,1.34389,0.0004358,0.0004358,0.0004358
81,430.293,0.92216,0.54034,0.99877,0.96665,0.87097,0.91715,0.52892,1.49818,0.81941,1.3638,0.000416,0.000416,0.000416
82,436.005,0.92883,0.55442,1.00621,0.97003,0.87097,0.91877,0.54956,1.48083,0.80266,1.35586,0.0003962,0.0003962,0.0003962
83,441.703,0.93238,0.55224,1.00519,0.94278,0.83871,0.90235,0.53302,1.49141,0.75791,1.35842,0.0003764,0.0003764,0.0003764
84,447.517,0.914,0.53836,0.99355,0.92572,0.86022,0.9032,0.52146,1.47606,0.7406,1.36787,0.0003566,0.0003566,0.0003566
85,453.312,0.89599,0.53083,0.99643,0.92922,0.87097,0.90295,0.53516,1.47104,0.73063,1.37663,0.0003368,0.0003368,0.0003368
86,459.149,0.91815,0.53928,1.00502,0.96817,0.87097,0.91754,0.52944,1.47531,0.73874,1.35246,0.000317,0.000317,0.000317
87,464.833,0.90046,0.52518,0.99911,0.90694,0.87097,0.89619,0.53169,1.47694,0.73098,1.3577,0.0002972,0.0002972,0.0002972
88,470.703,0.88755,0.52722,0.97841,0.9116,0.87097,0.90455,0.54864,1.46437,0.75216,1.35795,0.0002774,0.0002774,0.0002774
89,476.504,0.90011,0.5375,0.9978,0.95291,0.87045,0.91719,0.54344,1.47907,0.7571,1.36298,0.0002576,0.0002576,0.0002576
90,482.326,0.88703,0.52251,0.99464,0.95234,0.87097,0.9161,0.54571,1.46913,0.75733,1.35643,0.0002378,0.0002378,0.0002378
91,516.769,0.90761,0.52398,0.98589,0.95223,0.85735,0.90747,0.52952,1.48093,0.74427,1.36928,0.000218,0.000218,0.000218
92,521.431,0.85197,0.49359,0.95332,0.90759,0.88172,0.90169,0.51757,1.51139,0.77262,1.37398,0.0001982,0.0001982,0.0001982
93,526.208,0.87423,0.49456,0.98342,0.95173,0.86022,0.8995,0.52576,1.52477,0.77843,1.37676,0.0001784,0.0001784,0.0001784
94,531.217,0.84866,0.48084,0.97103,0.95155,0.84474,0.9014,0.52382,1.52277,0.77216,1.36671,0.0001586,0.0001586,0.0001586
95,536.569,0.81159,0.47457,0.95092,0.96295,0.83837,0.9046,0.52557,1.48178,0.73816,1.35843,0.0001388,0.0001388,0.0001388
96,541.872,0.84284,0.47934,0.96702,0.94236,0.84946,0.90839,0.52295,1.48597,0.73901,1.36624,0.000119,0.000119,0.000119
97,547.346,0.80185,0.46584,0.95821,0.94659,0.84946,0.9017,0.53234,1.47882,0.73095,1.36819,9.92e-05,9.92e-05,9.92e-05
98,552.921,0.81157,0.46668,0.96139,0.9292,0.84671,0.88318,0.52757,1.4729,0.73632,1.36811,7.94e-05,7.94e-05,7.94e-05
99,558.531,0.80348,0.45905,0.95684,0.93883,0.86022,0.90345,0.52451,1.47251,0.73629,1.36874,5.96e-05,5.96e-05,5.96e-05
100,564.095,0.78097,0.44679,0.94346,0.93642,0.86022,0.9033,0.52021,1.48389,0.73992,1.37178,3.98e-05,3.98e-05,3.98e-05
