frame,id_tracking_easy,tipo_objeto_easy,confianza_easy,x1,y1,x2,y2,texto_matricula_easy,id_tracking_tess,tipo_objeto_tess,confianza_tess,texto_matricula_tess,similitud
1927,,matricula,0.5952154994010925,717,446,819,481,500,,matricula,0.5952154994010925,,0.0
1928,,matricula,0.7062600255012512,685,453,797,494,4E17,,matricula,0.7062600255012512,,0.0
1929,,matricula,0.7179841995239258,655,462,769,499,ES=,,matricula,0.7179841995239258,,0.0
1929,,matricula,0.3774667978286743,657,458,767,511,,,matricula,0.3774667978286743,LC,0.0
1930,,matricula,0.6911929249763489,616,477,739,515,22,,matricula,0.6911929249763489,,0.0
1931,,matricula,0.5874759554862976,571,479,703,524,102,,matricula,0.5874759554862976,,0.0
1932,,matricula,0.6803408265113831,531,495,658,537,452,,matricula,0.6803408265113831,,0.0
1933,,matricula,0.6150902509689331,471,505,608,555,El,,matricula,0.6150902509689331,,0.0
1934,,matricula,0.6592788696289062,413,527,554,567,,,matricula,0.6592788696289062,,1.0
1935,,matricula,0.4693862795829773,338,549,489,587,,,matricula,0.4693862795829773,,1.0
1936,,matricula,0.3261159062385559,251,571,414,614,,,matricula,0.3261159062385559,,1.0
1937,,matricula,0.4402618408203125,136,599,320,649,,,matricula,0.4402618408203125,,1.0
1939,,matricula,0.2768531739711761,0,675,62,735,,,matricula,0.2768531739711761,,1.0
2120,,matricula,0.3072302341461181,856,409,924,434,1770 JYG,,matricula,0.3072302341461181,,0.0
2121,,matricula,0.5780922174453735,841,408,912,434,177O JYG,,matricula,0.5780922174453735,,0.0
2122,,matricula,0.6667994260787964,830,412,901,434,1770 JYG,,matricula,0.6667994260787964,,0.0
2122,,matricula,0.4302333891391754,815,407,911,434,,,matricula,0.4302333891391754,,1.0
2122,,matricula,0.2975498735904693,817,395,906,432,,,matricula,0.2975498735904693,,1.0
2123,,matricula,0.5574836134910583,815,411,891,436,64770DY,,matricula,0.5574836134910583,,0.0
2124,,matricula,0.7249820828437805,796,423,890,445,01770*Y;,,matricula,0.7249820828437805,,0.0
2124,,matricula,0.3244383335113525,793,422,883,440,,,matricula,0.3244383335113525,,1.0
2125,,matricula,0.7755832076072693,789,422,872,446,81770YG,,matricula,0.7755832076072693,,0.0
2127,,matricula,0.4212376773357391,762,429,857,458,81770*YG,,matricula,0.4212376773357391,,0.0
2128,,matricula,0.6851024627685547,741,431,839,460,01770 JyG,,matricula,0.6851024627685547,770JY6,0.5333333333333333
2129,,matricula,0.6211313605308533,732,431,823,464,01770JYG,,matricula,0.6211313605308533,EON,0.0
2130,,matricula,0.5084251761436462,706,438,800,465,67716,,matricula,0.5084251761436462,,0.0
2131,,matricula,0.688406229019165,695,441,796,472,41770 JYG,,matricula,0.688406229019165,F70TE,0.2857142857142857
2132,,matricula,0.749566912651062,672,451,774,480,417705Y;,,matricula,0.749566912651062,,0.0
2132,,matricula,0.4254567325115204,670,441,768,482,~eseyLE1,,matricula,0.4254567325115204,,0.0
2133,,matricula,0.7088306546211243,641,454,758,484,81770JY@,,matricula,0.7088306546211243,,0.0
2134,,matricula,0.7907396554946899,630,455,745,493,80770570,,matricula,0.7907396554946899,,0.0
2135,,matricula,0.7811046838760376,596,455,725,498,@7,,matricula,0.7811046838760376,,0.0
2136,,matricula,0.7491074800491333,581,468,699,505,07751,,matricula,0.7491074800491333,,0.0
2137,,matricula,0.751312792301178,549,471,676,508,HiJzJYA,,matricula,0.751312792301178,,0.0
2138,,matricula,0.8006637096405029,516,482,652,524,@i7oJe,,matricula,0.8006637096405029,,0.0
2139,,matricula,0.6310904026031494,480,487,619,530,1i77oJiT,,matricula,0.6310904026031494,,0.0
2140,,matricula,0.7188899517059326,450,499,588,539,@i770JC,,matricula,0.7188899517059326,,0.0
2141,,matricula,0.697007417678833,410,509,557,550,41770 JT,,matricula,0.697007417678833,,0.0
2142,,matricula,0.7330332398414612,365,517,521,560,EiT7xe,,matricula,0.7330332398414612,,0.0
2143,,matricula,0.6434721350669861,318,528,477,573,@775578,,matricula,0.6434721350669861,,0.0
2144,,matricula,0.66487717628479,269,544,432,589,11552,,matricula,0.66487717628479,,0.0
2145,,matricula,0.677914559841156,207,555,379,602,5652,,matricula,0.677914559841156,,0.0
2146,,matricula,0.6141669154167175,146,568,316,620,0735k2,,matricula,0.6141669154167175,,0.0
2147,,matricula,0.6033743023872375,62,584,257,643,SlJ32k,,matricula,0.6033743023872375,,0.0
2148,,matricula,0.4777151346206665,18,603,182,669,,,matricula,0.4777151346206665,,1.0
2149,,matricula,0.3734136819839477,1,635,98,693,,,matricula,0.3734136819839477,,1.0
2340,,matricula,0.28831347823143,774,411,859,437,J2023 Jxu,,matricula,0.28831347823143,6693J,0.14285714285714285
2344,,matricula,0.2900125086307525,686,421,796,454,420gê Jxi,,matricula,0.2900125086307525,W0I,0.16666666666666666
2348,,matricula,0.366494745016098,626,433,723,468,22093 Jk4i,,matricula,0.366494745016098,,0.0
2349,,matricula,0.5712785124778748,601,436,707,473,"4o257ui""",,matricula,0.5712785124778748,,0.0
2350,,matricula,0.746955156326294,585,441,685,474,1o28 51V',,matricula,0.746955156326294,4A036,0.0
2351,,matricula,0.5566895604133606,561,448,643,477,2022 5k1,,matricula,0.5566895604133606,,0.0
2351,,matricula,0.2553487420082092,552,441,655,483,,,matricula,0.2553487420082092,,1.0
2352,,matricula,0.5388463735580444,526,457,625,485,12o2 JII,,matricula,0.5388463735580444,,0.0
2353,,matricula,0.3964169919490814,479,456,601,496,E23J74,,matricula,0.3964169919490814,,0.0
2353,,matricula,0.2637358605861664,495,463,589,493,,,matricula,0.2637358605861664,,1.0
2354,,matricula,0.6363986134529114,461,472,561,503,15a,,matricula,0.6363986134529114,22522,0.25
2354,,matricula,0.3417682647705078,452,467,566,507,,,matricula,0.3417682647705078,,1.0
2355,,matricula,0.5185800194740295,419,475,527,510,12Jh,,matricula,0.5185800194740295,,0.0
2356,,matricula,0.6912729144096375,364,479,492,528,35{,,matricula,0.6912729144096375,,0.0
2358,,matricula,0.6924892663955688,266,504,394,551,168_,,matricula,0.6924892663955688,,0.0
2359,,matricula,0.5518360137939453,202,521,339,565,,,matricula,0.5518360137939453,,1.0
2360,,matricula,0.5318108797073364,118,534,273,580,5399,,matricula,0.5318108797073364,,0.0
2459,,matricula,0.4200445115566253,1773,410,1871,442,L,,matricula,0.4200445115566253,,0.0
2460,,matricula,0.3665097653865814,1754,410,1834,437,,,matricula,0.3665097653865814,,1.0
2504,,matricula,0.2551969885826111,1823,398,1903,424,{si2sLc,,matricula,0.2551969885826111,,0.0
2529,,matricula,0.4951106309890747,1550,362,1616,390,JEES(z,,matricula,0.4951106309890747,,0.0
2608,,matricula,0.5733429789543152,1270,430,1335,463,I 2965 KBF,,matricula,0.5733429789543152,,0.0
2609,,matricula,0.5389457941055298,1264,431,1349,472,10 1965 KBP,,matricula,0.5389457941055298,,0.0
2610,,matricula,0.3806407749652862,1276,436,1345,474,51196518DF,,matricula,0.3806407749652862,,0.0
2613,,matricula,0.6827893853187561,1282,447,1362,479,9 1965 KIP,,matricula,0.6827893853187561,,0.0
2613,,matricula,0.3067425787448883,1275,436,1365,480,,,matricula,0.3067425787448883,,1.0
2614,,matricula,0.6698154807090759,1295,452,1365,482,J0g65*PP,,matricula,0.6698154807090759,,0.0
2614,,matricula,0.3607320189476013,1275,442,1366,484,,,matricula,0.3607320189476013,,1.0
2615,,matricula,0.7380607724189758,1286,453,1368,487,81965 KBF,,matricula,0.7380607724189758,,0.0
2616,,matricula,0.7671203017234802,1291,456,1381,497,10 1965 XBP,,matricula,0.7671203017234802,,0.0
2617,,matricula,0.6809979677200317,1300,460,1383,498,307965 KBP,,matricula,0.6809979677200317,,0.0
2618,,matricula,0.7350254654884338,1307,462,1396,502,201965K8P,,matricula,0.7350254654884338,,0.0
2619,,matricula,0.8472886085510254,1318,466,1396,502,0.1965 KBP,,matricula,0.8472886085510254,,0.0
2620,,matricula,0.6945822834968567,1316,477,1410,512,19.1965 KBP,,matricula,0.6945822834968567,,0.0
2621,,matricula,0.7805461883544922,1324,477,1420,523,[041965 KBP,,matricula,0.7805461883544922,,0.0
2622,,matricula,0.7156518697738647,1333,482,1431,521,177965 KBP,,matricula,0.7156518697738647,,0.0
2623,,matricula,0.6692491769790649,1341,481,1440,524,81965 KBP,,matricula,0.6692491769790649,,0.0
2624,,matricula,0.666701078414917,1353,489,1454,533,1965 KBP,,matricula,0.666701078414917,,0.0
2625,,matricula,0.797290027141571,1358,503,1468,547,14.1965 XBP,,matricula,0.797290027141571,,0.0
2626,,matricula,0.7817562222480774,1377,511,1485,551,587965 KBP,,matricula,0.7817562222480774,,0.0
2627,,matricula,0.8128735423088074,1397,521,1502,556,11 1965 KBP,,matricula,0.8128735423088074,,0.0
2628,,matricula,0.849287748336792,1405,530,1515,572,8 7965 KBP,,matricula,0.849287748336792,,0.0
2629,,matricula,0.7188828587532043,1425,536,1536,577,07965 KBP,,matricula,0.7188828587532043,,0.0
2630,,matricula,0.7793852686882019,1445,548,1559,588,17965 KBP,,matricula,0.7793852686882019,,0.0
2631,,matricula,0.8514084219932556,1461,557,1586,599,07965 KBP,,matricula,0.8514084219932556,,0.0
2632,,matricula,0.7770252227783203,1485,567,1612,609,41965 KBP,,matricula,0.7770252227783203,,0.0
2633,,matricula,0.7533755898475647,1509,580,1642,622,4 1965 KBP,,matricula,0.7533755898475647,,0.0
2634,,matricula,0.6755507588386536,1537,591,1672,633,17965 KBP,,matricula,0.6755507588386536,,0.0
2635,,matricula,0.7925269603729248,1574,608,1709,648,61965X66,,matricula,0.7925269603729248,,0.0
2636,,matricula,0.6770516633987427,1605,622,1747,669,519S58S5,,matricula,0.6770516633987427,,0.0
2637,,matricula,0.6476434469223022,1644,636,1794,683,4i98572,,matricula,0.6476434469223022,,0.0
2638,,matricula,0.5896902680397034,1688,658,1858,704,07522,,matricula,0.5896902680397034,,0.0
2639,,matricula,0.7076932191848755,1741,677,1917,728,48R5,,matricula,0.7076932191848755,,0.0
2640,,matricula,0.6499668955802917,1793,702,1920,751,,,matricula,0.6499668955802917,,1.0
2641,,matricula,0.5882344245910645,1855,724,1919,777,,,matricula,0.5882344245910645,,1.0
2689,,matricula,0.3459515273571014,1767,393,1831,417,4207F,,matricula,0.3459515273571014,,0.0
2697,,matricula,0.3382149934768677,1672,377,1736,399,45017,,matricula,0.3382149934768677,,0.0
